출처,접수번호,성명,생년월일,생년월일_원본,성별,성별_원본,연락처,연락처_원본,최종학력,자격증,시험지역,시험장,시험일자,시험일자_원본,교시_원본,수수료,감면유형,감면유형_원본,감면금액,최종결제금액,결제수단,결제수단_원본,결제상태,결제상태_원본,접수상태,접수상태_원본,접수일시,접수일시_원본,사용맥락,등급,시험유형,회차,시험구분,응시자격유형,시험연도,차수,1차합격여부,시험과목,교육기관,교육수료번호,교육수료일,교육수료일_원본,교육이수시간,사진검증,확인필요
두두보건,DH2026815744,송성호,1942-09-04,04-09-1942,남,1,010-7912-2385,01079122385,고등학교졸업,요양보호사,,수원센터,2026-09-07,07-09-2026,PM,32000,없음,없음,,32000,신용카드,card,환불,refunded,취소,cancelled,2026-08-08 11:34,08-08-2026 11:34,본인단독,,,,,,,,,,전주평생학습관,TR20263576,2026-03-03,03-03-2026,240,PASS,
두두보건,DH2026603494,배갑순,1932-12-10,10-12-1932,여,2,010-1431-7887,01014317887,전문대졸,요양보호사,,제주센터,2026-09-07,07-09-2026,AM,32000,장애인,장애인,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-03 18:41,03-08-2026 18:41,가족보조,,,,,,,,,,제주시니어교육원,TR20263346,2026-04-04,04-04-2026,240,PASS,
두두보건,DH2026668426,성옥희,1957-09-09,09-09-1957,여,2,010-1272-3247,01012723247,대학교졸,요양보호사,,서울센터,2026-11-10,10-11-2026,AM,32000,없음,없음,,32000,신용카드,card,완료,success,접수완료,active,2026-08-06 20:51,06-08-2026 20:51,가족보조,,,,,,,,,,순천시니어교육원,TR20266276,2026-07-08,08-07-2026,240,PASS,
두두보건,DH2026384465,한복순,1929-08-21,21-08-1929,여,2,010-7014-4280,01070144280,대학교졸,위생사,,대전센터,2026-09-20,20-09-2026,PM,30000,없음,없음,,30000,신용카드,card,완료,success,접수완료,active,2026-08-12 14:59,12-08-2026 14:59,가족보조,,,,,,,,,,서울보건대학교 환경위생과,TR20268508,2026-05-27,27-05-2026,0,PASS,
두두보건,DH2026275867,권정순,1965-01-05,05-01-1965,여,2,010-5917-4244,01059174244,대학원졸,요양보호사,,제주센터,2026-11-14,14-11-2026,AM,32000,기초생활수급자,기초수급,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-15 12:29,15-08-2026 12:29,본인단독,,,,,,,,,,대구평생교육원,TR20269655,2026-03-20,20-03-2026,240,PASS,
두두보건,DH2026114068,박운순,1956-05-26,26-05-1956,여,2,010-1216-1753,01012161753,무학,요양보호사,,대전센터,2026-11-06,06-11-2026,PM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-15 20:40,15-08-2026 20:40,본인단독,,,,,,,,,,서울시립요양보호사교육원,TR20269489,2026-07-10,10-07-2026,240,PASS,
두두보건,DH2026658908,한갑순,1931-02-04,04-02-1931,여,2,010-8516-7003,01085167003,대학교졸,위생사,,제주센터,2026-09-23,23-09-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-01 14:06,01-08-2026 14:06,가족보조,,,,,,,,,,서울보건대학교 환경위생과,TR20267277,2026-05-14,14-05-2026,0,PASS,
두두보건,DH2026749569,정영자,1963-08-25,25-08-1963,여,2,010-4366-2597,01043662597,고등학교졸업,위생사,,청주센터,2026-09-06,06-09-2026,PM,30000,장애인,장애인,,30000,신용카드,card,완료,success,접수완료,active,2026-08-16 16:42,16-08-2026 16:42,복지관,,,,,,,,,,부산보건대학 위생학과,TR20260985,2026-06-01,01-06-2026,0,PASS,
두두보건,DH2026855216,문필호,1934-08-16,16-08-1934,남,1,010-1953-2003,01019532003,고등학교졸업,요양보호사,,제주센터,2026-10-19,19-10-2026,AM,32000,없음,없음,,32000,신용카드,card,완료,success,접수완료,active,2026-08-17 16:44,17-08-2026 16:44,본인단독,,,,,,,,,,청주보건교육원,TR20260629,2026-06-16,16-06-2026,240,PASS,
두두보건,DH2026097064,양인순,1930-02-20,20-02-1930,여,2,010-3213-5305,01032135305,대학교졸,요양보호사,,부산센터,2026-09-12,12-09-2026,PM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-15 14:10,15-08-2026 14:10,본인단독,,,,,,,,,,포항시민교육원,TR20267784,2026-06-21,21-06-2026,240,PASS,
두두보건,DH2026209606,구동석,1947-01-04,04-01-1947,남,1,010-1196-9433,01011969433,전문대졸,위생사,,대구센터,2026-10-22,22-10-2026,PM,30000,없음,없음,,30000,계좌이체,transfer,완료,success,접수완료,active,2026-08-01 15:34,01-08-2026 15:34,가족보조,,,,,,,,,,부산보건대학 위생학과,TR20260794,2026-03-14,14-03-2026,0,PASS,
두두보건,DH2026437241,류인순,1941-11-12,12-11-1941,여,2,010-9798-2520,01097982520,고등학교졸업,요양보호사,,제주센터,2026-10-17,17-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-06 13:57,06-08-2026 13:57,본인단독,,,,,,,,,,전주평생학습관,TR20260374,2026-07-17,17-07-2026,240,FAIL,
두두보건,DH2026508440,한계순,1940-03-20,20-03-1940,여,2,010-6158-5732,01061585732,대학교졸,요양보호사,,제주센터,2026-10-13,13-10-2026,PM,32000,없음,없음,,32000,신용카드,card,완료,success,접수완료,active,2026-08-19 14:21,19-08-2026 14:21,복지관,,,,,,,,,,광주복지교육원,TR20264278,2026-07-15,15-07-2026,240,PASS,
두두보건,DH2026888140,고경자,1941-08-17,17-08-1941,여,2,010-8972-9527,01089729527,무학,요양보호사,,대구센터,2026-09-24,24-09-2026,AM,32000,장애인,장애인,,32000,신용카드,card,완료,success,접수완료,active,2026-08-03 09:00,03-08-2026 09:00,복지관,,,,,,,,,,대구평생교육원,TR20265138,2026-06-20,20-06-2026,240,PASS,
두두보건,DH2026448435,성옥희,1959-12-08,08-12-1959,여,2,010-5757-7143,01057577143,고등학교졸업,요양보호사,,전주센터,2026-09-20,20-09-2026,AM,32000,장애인,장애인,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-16 21:52,16-08-2026 21:52,복지관,,,,,,,,,,전주평생학습관,TR20267141,2026-03-23,23-03-2026,240,PASS,
두두보건,DH2026457494,임정호,1944-02-09,09-02-1944,남,1,010-9636-5954,01096365954,전문대졸,요양보호사,,대구센터,2026-11-14,14-11-2026,PM,32000,없음,없음,,32000,신용카드,card,완료,success,접수완료,active,2026-08-15 13:21,15-08-2026 13:21,본인단독,,,,,,,,,,수원시니어아카데미,TR20264723,2026-06-11,11-06-2026,240,PASS,
두두보건,DH2026005189,장명자,1956-09-05,05-09-1956,여,2,010-9052-8512,01090528512,초등학교졸업,요양보호사,,부산센터,2026-11-25,25-11-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-18 13:18,18-08-2026 13:18,복지관,,,,,,,,,,순천시니어교육원,TR20264972,2026-05-17,17-05-2026,240,PASS,
두두보건,DH2026207939,서옥분,1945-12-20,20-12-1945,여,2,010-8625-2363,01086252363,고등학교졸업,위생사,,광주센터,2026-10-21,21-10-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-09 21:59,09-08-2026 21:59,본인단독,,,,,,,,,,제주보건대학 환경위생과,TR20267718,2026-06-02,02-06-2026,0,PASS,
두두보건,DH2026527231,유순옥,1938-12-28,28-12-1938,여,2,010-9998-3326,01099983326,고등학교졸업,요양보호사,,대구센터,2026-11-10,10-11-2026,PM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-18 13:55,18-08-2026 13:55,복지관,,,,,,,,,,전주평생학습관,TR20269686,2026-04-15,15-04-2026,240,PASS,
두두보건,DH2026883302,우철수,1943-12-10,10-12-1943,남,1,010-3951-9301,01039519301,대학원졸,요양보호사,,대구센터,2026-10-03,03-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-14 14:19,14-08-2026 14:19,복지관,,,,,,,,,,대구평생교육원,TR20260318,2026-03-28,28-03-2026,240,PASS,
두두보건,DH2026842216,주상길,1958-09-08,08-09-1958,남,1,010-8083-5249,01080835249,대학교졸,위생사,,수원센터,2026-11-23,23-11-2026,PM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-07 22:18,07-08-2026 22:18,복지관,,,,,,,,,,전주보건대학교 위생과,TR20262460,2026-07-11,11-07-2026,0,PASS,
두두보건,DH2026340758,민계순,1949-11-10,10-11-1949,여,2,010-9198-5130,01091985130,고등학교졸업,요양보호사,,광주센터,2026-11-12,12-11-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-13 11:16,13-08-2026 11:16,본인단독,,,,,,,,,,서울시립요양보호사교육원,TR20264584,2026-05-17,17-05-2026,240,PASS,
두두보건,DH2026180272,오종수,1928-03-06,06-03-1928,남,1,010-7095-7926,01070957926,고등학교졸업,요양보호사,,청주센터,2026-10-25,25-10-2026,PM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-05 09:37,05-08-2026 09:37,본인단독,,,,,,,,,,천안시니어교육센터,TR20269194,2026-06-06,06-06-2026,240,PASS,
두두보건,DH2026802267,양복순,1946-12-15,15-12-1946,여,2,010-4477-7241,01044777241,전문대졸,위생사,,대전센터,2026-11-25,25-11-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-07 14:57,07-08-2026 14:57,가족보조,,,,,,,,,,대구보건대학교 보건위생과,TR20262286,2026-04-14,14-04-2026,0,PASS,
두두보건,DH2026201126,정운순,1955-10-24,24-10-1955,여,2,010-6019-8395,01060198395,대학교졸,위생사,,대구센터,2026-10-19,19-10-2026,PM,30000,기초생활수급자,기초수급,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-14 11:26,14-08-2026 11:26,가족보조,,,,,,,,,,인천보건대 환경보건과,TR20263298,2026-03-15,15-03-2026,0,PASS,
두두보건,DH2026646701,권동석,1952-09-08,08-09-1952,남,1,010-5451-9712,01054519712,고등학교졸업,요양보호사,,대구센터,2026-11-18,18-11-2026,PM,32000,장애인,장애인,,32000,신용카드,card,완료,success,접수완료,active,2026-08-06 16:51,06-08-2026 16:51,가족보조,,,,,,,,,,청주보건교육원,TR20266130,2026-04-23,23-04-2026,240,PASS,
두두보건,DH2026138437,허옥분,1936-07-11,11-07-1936,여,2,010-9812-1717,01098121717,고등학교졸업,요양보호사,,광주센터,2026-10-05,05-10-2026,PM,32000,장애인,장애인,,32000,신용카드,card,완료,success,접수완료,active,2026-08-18 21:40,18-08-2026 21:40,복지관,,,,,,,,,,광주복지교육원,TR20268571,2026-05-07,07-05-2026,240,PASS,
두두보건,DH2026167820,심근호,1961-12-26,26-12-1961,남,1,010-7103-7151,01071037151,대학원졸,위생사,,제주센터,2026-10-02,02-10-2026,PM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-01 22:14,01-08-2026 22:14,복지관,,,,,,,,,,대구보건대학교 보건위생과,TR20265806,2026-05-26,26-05-2026,0,PASS,
두두보건,DH2026676004,강춘희,1956-05-20,20-05-1956,여,2,010-6821-8556,01068218556,고등학교졸업,요양보호사,,전주센터,2026-11-12,12-11-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-06 11:22,06-08-2026 11:22,본인단독,,,,,,,,,,대전실버교육원,TR20261046,2026-05-26,26-05-2026,240,PASS,
두두보건,DH2026394131,민영수,1928-12-27,27-12-1928,남,1,010-3987-9137,01039879137,고등학교졸업,요양보호사,,대구센터,2026-10-02,02-10-2026,PM,32000,없음,없음,,32000,신용카드,card,환불,refunded,취소,cancelled,2026-08-07 21:21,07-08-2026 21:21,가족보조,,,,,,,,,,순천시니어교육원,TR20265374,2026-04-17,17-04-2026,240,FAIL,
두두보건,DH2026123049,하상길,1942-12-28,28-12-1942,남,1,010-2196-2180,01021962180,고등학교졸업,요양보호사,,수원센터,2026-11-09,09-11-2026,PM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-12 19:57,12-08-2026 19:57,본인단독,,,,,,,,,,대전실버교육원,TR20261629,2026-06-25,25-06-2026,240,PASS,
두두보건,DH2026667934,황인순,1963-03-09,09-03-1963,여,2,010-4463-4248,01044634248,대학교졸,위생사,,제주센터,2026-10-01,01-10-2026,PM,30000,장애인,장애인,,30000,신용카드,card,완료,success,접수완료,active,2026-08-10 20:53,10-08-2026 20:53,본인단독,,,,,,,,,,전주보건대학교 위생과,TR20268317,2026-05-24,24-05-2026,0,PASS,
두두보건,DH2026157587,노점순,1931-07-14,14-07-1931,여,2,010-9852-5022,01098525022,대학교졸,요양보호사,,대구센터,2026-11-24,24-11-2026,PM,32000,없음,없음,,32000,계좌이체,transfer,대기,pending,결제대기,pending,2026-08-19 09:44,19-08-2026 09:44,가족보조,,,,,,,,,,전주평생학습관,TR20260861,2026-06-03,03-06-2026,240,PASS,
두두보건,DH2026277735,안갑수,1947-03-13,13-03-1947,남,1,010-2089-6712,01020896712,대학원졸,요양보호사,,전주센터,2026-10-26,26-10-2026,AM,32000,장애인,장애인,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-11 21:31,11-08-2026 21:31,본인단독,,,,,,,,,,춘천노인복지교육센터,TR20263746,2026-05-09,09-05-2026,240,PASS,
두두보건,DH2026114316,양필순,1941-02-23,23-02-1941,여,2,010-4233-8671,01042338671,고등학교졸업,요양보호사,,제주센터,2026-11-20,20-11-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,환불,refunded,취소,cancelled,2026-08-12 21:05,12-08-2026 21:05,본인단독,,,,,,,,,,인천시니어교육센터,TR20260013,2026-04-20,20-04-2026,240,PASS,
두두보건,DH2026208995,전운순,1939-04-21,21-04-1939,여,2,010-1154-3877,01011543877,초등학교졸업,위생사,,광주센터,2026-09-12,12-09-2026,AM,30000,없음,없음,,30000,계좌이체,transfer,완료,success,접수완료,active,2026-08-08 20:47,08-08-2026 20:47,본인단독,,,,,,,,,,광주보건대학교 위생과,TR20260825,2026-05-09,09-05-2026,0,PASS,
두두보건,DH2026144699,강병수,1934-10-12,12-10-1934,남,1,010-5790-6621,01057906621,고등학교졸업,요양보호사,,전주센터,2026-10-23,23-10-2026,AM,32000,장애인,장애인,,32000,신용카드,card,완료,success,접수완료,active,2026-08-13 12:32,13-08-2026 12:32,복지관,,,,,,,,,,대구평생교육원,TR20261863,2026-04-04,04-04-2026,240,PASS,
두두보건,DH2026067181,박필호,1936-11-08,08-11-1936,남,1,010-8050-8289,01080508289,초등학교졸업,요양보호사,,청주센터,2026-09-10,10-09-2026,PM,32000,없음,없음,,32000,신용카드,card,완료,success,접수완료,active,2026-08-06 21:46,06-08-2026 21:46,가족보조,,,,,,,,,,성남시립간호조무사교육원,TR20267840,2026-05-05,05-05-2026,240,PASS,
두두보건,DH2026954917,유만복,1961-05-23,23-05-1961,남,1,010-9816-6072,01098166072,대학교졸,요양보호사,,수원센터,2026-09-28,28-09-2026,PM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-11 19:54,11-08-2026 19:54,복지관,,,,,,,,,,수원시니어아카데미,TR20267251,2026-07-19,19-07-2026,240,PASS,
두두보건,DH2026220118,하두만,1961-06-03,03-06-1961,남,1,010-4334-3329,01043343329,중학교졸업,요양보호사,,광주센터,2026-09-04,04-09-2026,AM,32000,기초생활수급자,기초수급,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-13 09:49,13-08-2026 09:49,가족보조,,,,,,,,,,천안시니어교육센터,TR20262076,2026-05-19,19-05-2026,240,PASS,
두두보건,DH2026624413,양순자,1941-05-19,19-05-1941,여,2,010-7213-5296,01072135296,고등학교졸업,위생사,,광주센터,2026-09-15,15-09-2026,PM,30000,없음,없음,,30000,신용카드,card,완료,success,접수완료,active,2026-08-03 14:37,03-08-2026 14:37,복지관,,,,,,,,,,전주보건대학교 위생과,TR20260319,2026-05-18,18-05-2026,0,PASS,
두두보건,DH2026895980,이점순,1933-02-26,26-02-1933,여,2,010-6227-3590,01062273590,중학교졸업,위생사,,전주센터,2026-11-07,07-11-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-05 16:04,05-08-2026 16:04,복지관,,,,,,,,,,제주보건대학 환경위생과,TR20261702,2026-05-06,06-05-2026,0,PASS,
두두보건,DH2026675272,홍금순,1931-08-09,09-08-1931,여,2,010-6075-1312,01060751312,전문대졸,요양보호사,,제주센터,2026-10-06,06-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-04 22:40,04-08-2026 22:40,본인단독,,,,,,,,,,광주복지교육원,TR20267882,2026-03-09,09-03-2026,240,PASS,
두두보건,DH2026046142,안상길,1951-09-16,16-09-1951,남,1,010-8907-3315,01089073315,고등학교졸업,위생사,,대전센터,2026-10-23,23-10-2026,PM,30000,장애인,장애인,,30000,신용카드,card,완료,success,접수완료,active,2026-08-08 11:57,08-08-2026 11:57,복지관,,,,,,,,,,전주보건대학교 위생과,TR20268249,2026-06-26,26-06-2026,0,PASS,
두두보건,DH2026743391,황만복,1935-08-24,24-08-1935,남,1,010-1085-2919,01010852919,고등학교졸업,요양보호사,,전주센터,2026-11-18,18-11-2026,AM,32000,장애인,장애인,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-05 20:22,05-08-2026 20:22,복지관,,,,,,,,,,수원시니어아카데미,TR20262956,2026-07-21,21-07-2026,240,PASS,
두두보건,DH2026064092,남동석,1946-09-03,03-09-1946,남,1,010-5609-9358,01056099358,전문대졸,위생사,,청주센터,2026-10-04,04-10-2026,PM,30000,기초생활수급자,기초수급,,30000,가상계좌,virtual,대기,pending,결제대기,pending,2026-08-19 22:50,19-08-2026 22:50,복지관,,,,,,,,,,전주보건대학교 위생과,TR20265755,2026-07-25,25-07-2026,0,PASS,
두두보건,DH2026085964,양정순,1944-02-27,27-02-1944,여,2,010-2061-2262,01020612262,중학교졸업,요양보호사,,제주센터,2026-11-09,09-11-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-06 10:08,06-08-2026 10:08,복지관,,,,,,,,,,전주평생학습관,TR20262560,2026-04-20,20-04-2026,240,PASS,
두두보건,DH2026380790,조근호,1942-01-05,05-01-1942,남,1,010-7136-2643,01071362643,전문대졸,위생사,,서울센터,2026-10-07,07-10-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,대기,pending,결제대기,pending,2026-08-09 12:10,09-08-2026 12:10,가족보조,,,,,,,,,,전주보건대학교 위생과,TR20260249,2026-06-23,23-06-2026,0,PASS,
두두보건,DH2026964927,정정호,1962-05-04,04-05-1962,남,1,010-2933-9157,01029339157,초등학교졸업,요양보호사,,청주센터,2026-10-24,24-10-2026,PM,32000,기초생활수급자,기초수급,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-13 21:47,13-08-2026 21:47,가족보조,,,,,,,,,,인천시니어교육센터,TR20268308,2026-07-25,25-07-2026,240,PASS,
두두보건,DH2026007500,권운순,1953-05-26,26-05-1953,여,2,010-6843-7606,01068437606,중학교졸업,위생사,,청주센터,2026-10-09,09-10-2026,PM,30000,없음,없음,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-18 13:22,18-08-2026 13:22,복지관,,,,,,,,,,전주보건대학교 위생과,TR20268628,2026-05-17,17-05-2026,0,PASS,
두두보건,DH2026142239,남갑수,1962-04-03,03-04-1962,남,1,010-4171-8220,01041718220,중학교졸업,위생사,,전주센터,2026-10-25,25-10-2026,PM,30000,없음,없음,,30000,계좌이체,transfer,완료,success,접수완료,active,2026-08-04 21:15,04-08-2026 21:15,복지관,,,,,,,,,,전주보건대학교 위생과,TR20267757,2026-07-20,20-07-2026,0,PASS,
두두보건,DH2026271536,전점순,1943-05-17,17-05-1943,여,2,010-4674-4064,01046744064,초등학교졸업,요양보호사,,서울센터,2026-11-25,25-11-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-16 22:58,16-08-2026 22:58,복지관,,,,,,,,,,춘천노인복지교육센터,TR20268595,2026-04-10,10-04-2026,240,PASS,
두두보건,DH2026903995,하계순,1944-01-20,20-01-1944,여,2,010-6915-7971,01069157971,전문대졸,요양보호사,,부산센터,2026-10-06,06-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-13 09:48,13-08-2026 09:48,본인단독,,,,,,,,,,성남시립간호조무사교육원,TR20265497,2026-06-06,06-06-2026,240,PASS,
두두보건,DH2026283397,최영자,1938-11-26,26-11-1938,여,2,010-8555-6304,01085556304,고등학교졸업,요양보호사,,제주센터,2026-09-15,15-09-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-17 09:43,17-08-2026 09:43,본인단독,,,,,,,,,,청주보건교육원,TR20261260,2026-07-07,07-07-2026,240,PASS,
두두보건,DH2026030718,주동호,1932-12-19,19-12-1932,남,1,010-2381-4451,01023814451,고등학교졸업,요양보호사,,청주센터,2026-09-12,12-09-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-08 20:01,08-08-2026 20:01,본인단독,,,,,,,,,,천안시니어교육센터,TR20262514,2026-07-19,19-07-2026,240,PASS,
두두보건,DH2026154548,고옥희,1964-06-23,23-06-1964,여,2,010-5699-9602,01056999602,중학교졸업,요양보호사,,전주센터,2026-11-01,01-11-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-10 16:16,10-08-2026 16:16,가족보조,,,,,,,,,,부산광역시요양보호사교육원,TR20264038,2026-06-15,15-06-2026,240,PASS,
두두보건,DH2026317792,양순옥,1948-05-18,18-05-1948,여,2,010-1249-9577,01012499577,대학교졸,위생사,,서울센터,2026-10-23,23-10-2026,AM,30000,없음,없음,,30000,계좌이체,transfer,완료,success,접수완료,active,2026-08-02 18:05,02-08-2026 18:05,가족보조,,,,,,,,,,수원보건대학 환경보건과,TR20263945,2026-05-19,19-05-2026,0,PASS,
두두보건,DH2026151877,성갑수,1944-12-14,14-12-1944,남,1,010-5974-3998,01059743998,전문대졸,요양보호사,,대구센터,2026-09-22,22-09-2026,PM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-13 11:56,13-08-2026 11:56,본인단독,,,,,,,,,,인천시니어교육센터,TR20262649,2026-06-25,25-06-2026,240,PASS,
두두보건,DH2026134008,강정순,1958-03-02,02-03-1958,여,2,010-2055-1305,01020551305,전문대졸,요양보호사,,광주센터,2026-11-07,07-11-2026,PM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-08 17:05,08-08-2026 17:05,가족보조,,,,,,,,,,순천시니어교육원,TR20260552,2026-04-03,03-04-2026,240,PASS,
두두보건,DH2026861387,백정호,1957-01-14,14-01-1957,남,1,010-9148-3100,01091483100,전문대졸,요양보호사,,청주센터,2026-11-14,14-11-2026,AM,32000,없음,없음,,32000,가상계좌,virtual,환불,refunded,취소,cancelled,2026-08-17 19:13,17-08-2026 19:13,복지관,,,,,,,,,,전주평생학습관,TR20264001,2026-07-11,11-07-2026,240,PASS,
두두보건,DH2026212619,임선옥,1946-06-11,11-06-1946,여,2,010-5330-5705,01053305705,대학교졸,요양보호사,,대전센터,2026-10-03,03-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-13 12:06,13-08-2026 12:06,본인단독,,,,,,,,,,부산광역시요양보호사교육원,TR20264568,2026-07-06,06-07-2026,240,PASS,
두두보건,DH2026441545,오정순,1930-12-28,28-12-1930,여,2,010-1435-7226,01014357226,대학교졸,위생사,,제주센터,2026-10-04,04-10-2026,AM,30000,없음,없음,,30000,가상계좌,virtual,환불,refunded,취소,cancelled,2026-08-03 21:58,03-08-2026 21:58,복지관,,,,,,,,,,광주보건대학교 위생과,TR20262070,2026-04-22,22-04-2026,0,PASS,
두두보건,DH2026238595,서춘자,1954-10-22,22-10-1954,여,2,010-9254-5844,01092545844,고등학교졸업,요양보호사,,전주센터,2026-10-05,05-10-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,환불,refunded,취소,cancelled,2026-08-10 20:43,10-08-2026 20:43,가족보조,,,,,,,,,,창원노인복지관교육부,TR20266681,2026-03-26,26-03-2026,240,PASS,
두두보건,DH2026237625,손옥희,1948-06-27,27-06-1948,여,2,010-6087-5411,01060875411,대학교졸,요양보호사,,부산센터,2026-09-15,15-09-2026,PM,32000,없음,없음,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-18 22:59,18-08-2026 22:59,가족보조,,,,,,,,,,순천시니어교육원,TR20263798,2026-06-12,12-06-2026,240,PASS,
두두보건,DH2026646681,황일남,1957-01-28,28-01-1957,남,1,010-1262-5131,01012625131,대학원졸,위생사,,부산센터,2026-10-20,20-10-2026,AM,30000,기초생활수급자,기초수급,,30000,가상계좌,virtual,완료,success,접수완료,active,2026-08-06 09:31,06-08-2026 09:31,가족보조,,,,,,,,,,대구보건대학교 보건위생과,TR20267215,2026-03-14,14-03-2026,0,PASS,
두두보건,DH2026944603,곽영수,1963-10-27,27-10-1963,남,1,010-7609-2283,01076092283,전문대졸,요양보호사,,대전센터,2026-11-12,12-11-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-07 21:52,07-08-2026 21:52,복지관,,,,,,,,,,순천시니어교육원,TR20264115,2026-03-25,25-03-2026,240,PASS,
두두보건,DH2026158583,하봉숙,1934-07-07,07-07-1934,여,2,010-3689-6180,01036896180,대학교졸,요양보호사,,수원센터,2026-09-14,14-09-2026,PM,32000,장애인,장애인,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-19 16:46,19-08-2026 16:46,본인단독,,,,,,,,,,인천시니어교육센터,TR20266574,2026-03-04,04-03-2026,240,PASS,
두두보건,DH2026724504,임춘희,1936-02-21,21-02-1936,여,2,010-9223-7660,01092237660,고등학교졸업,요양보호사,,서울센터,2026-10-07,07-10-2026,AM,32000,없음,없음,,32000,신용카드,card,환불,refunded,취소,cancelled,2026-08-11 14:57,11-08-2026 14:57,복지관,,,,,,,,,,경기도요양보호사교육원,TR20264931,2026-06-03,03-06-2026,240,PASS,
두두보건,DH2026132108,허일남,1928-02-05,05-02-1928,남,1,010-3906-2343,01039062343,중학교졸업,요양보호사,,광주센터,2026-09-03,03-09-2026,PM,32000,기초생활수급자,기초수급,,32000,가상계좌,virtual,완료,success,접수완료,active,2026-08-17 12:35,17-08-2026 12:35,본인단독,,,,,,,,,,성남시립간호조무사교육원,TR20261861,2026-05-19,19-05-2026,240,PASS,
두두보건,DH2026859739,성일남,1958-05-25,25-05-1958,남,1,010-7655-9329,01076559329,전문대졸,요양보호사,,부산센터,2026-10-19,19-10-2026,AM,32000,없음,없음,,32000,신용카드,card,대기,pending,결제대기,pending,2026-08-08 09:51,08-08-2026 09:51,본인단독,,,,,,,,,,부산광역시요양보호사교육원,TR20262007,2026-03-04,04-03-2026,240,PASS,
두두보건,DH2026099462,남원호,1960-02-23,23-02-1960,남,1,010-4690-4927,01046904927,무학,요양보호사,,수원센터,2026-11-23,23-11-2026,AM,32000,없음,없음,,32000,계좌이체,transfer,완료,success,접수완료,active,2026-08-03 11:15,03-08-2026 11:15,가족보조,,,,,,,,,,수원시니어아카데미,TR20261727,2026-04-17,17-04-2026,240,PASS,
