접수번호,성명,생년월일,성별,연락처,최종학력,자격종목,등급,시험유형,회차,시험구분,응시자격유형,시험지역,시험장,시험일자,교시,수수료,감면유형,감면금액,최종결제금액,결제수단,결제상태,접수상태,접수일시,사용맥락
DN2026947412,최근호,1951-03-28,남,010-4601-6406,초등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-11-14,5,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-18 20:11:00,가족보조
DN2026478464,오일남,1928-01-10,남,010-6105-4793,전문대졸,전기기능사,기능사,정기,3,필기,관련학과졸업,대전,대전시험장,2026-11-03,3,14500,없음,0,14500,계좌이체,환불,취소,2026-08-06 14:16:00,본인단독
DN2026395305,황영숙,1929-08-03,여,010-6279-1515,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-10-12,4,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-14 17:17:00,본인단독
DN2026800331,양동호,1958-06-19,남,010-3029-1477,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-11-04,2,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-08 15:44:00,복지관
DN2026229901,하영자,1928-03-11,여,010-4303-7790,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경기,고양시험장,2026-09-20,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-14 18:51:00,가족보조
DN2026427201,조춘희,1962-08-24,여,010-6627-9993,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-09-16,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 17:41:00,가족보조
DN2026015982,차필호,1958-07-13,남,010-4222-9970,고등학교졸업,전기기능사,기능사,정기,2,필기,비전공자,부산,부산남부시험장,2026-11-22,4,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-15 21:43:00,가족보조
DN2026396106,홍옥희,1931-01-20,여,010-1920-6426,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-10-22,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 16:31:00,복지관
DN2026916711,류말자,1932-10-16,여,010-2730-3221,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-09-06,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-19 17:49:00,복지관
DN2026765921,남말순,1963-09-21,여,010-4802-9391,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-09-06,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 12:45:00,가족보조
DN2026761803,최선옥,1948-01-07,여,010-1666-9311,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산남부시험장,2026-11-25,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 15:36:00,본인단독
DN2026248955,노정순,1948-09-03,여,010-3446-7295,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울2시험장,2026-09-10,5,14500,없음,0,14500,계좌이체,환불,취소,2026-08-09 17:16:00,가족보조
DN2026316208,백철수,1950-08-11,남,010-9854-7324,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,강원,춘천시험장,2026-09-12,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-10 22:46:00,가족보조
DN2026313251,강복남,1949-03-11,남,010-4303-9001,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-10-20,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-07 12:42:00,가족보조
DN2026465716,임영호,1954-12-16,남,010-3708-9777,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-09-26,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-13 19:27:00,복지관
DN2026748070,허경자,1966-01-22,여,010-7450-8079,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,대구,대구시험장,2026-10-13,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-18 18:18:00,본인단독
DN2026627322,이영자,1930-04-08,여,010-6902-3094,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-09-18,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 12:48:00,가족보조
DN2026201592,한종수,1930-07-05,남,010-4900-1925,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-11-15,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-05 19:17:00,복지관
DN2026066079,정귀순,1931-06-18,여,010-9163-6648,무학,한식조리기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-10-28,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-13 14:35:00,가족보조
DN2026381254,정병수,1960-05-04,남,010-1331-9633,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-11-28,1,14500,없음,0,14500,가상계좌,환불,취소,2026-08-08 17:04:00,복지관
DN2026375349,박말순,1959-10-24,여,010-1196-7123,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-11-22,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 16:45:00,복지관
DN2026194466,이용기,1951-10-26,남,010-8279-8269,고등학교졸업,전기기능사,기능사,정기,3,필기,비전공자,강원,춘천시험장,2026-09-08,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 15:20:00,복지관
DN2026864433,권정순,1943-06-03,여,010-6057-9037,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경기,수원시험장,2026-11-21,2,14500,없음,0,14500,계좌이체,환불,취소,2026-08-18 17:58:00,가족보조
DN2026860250,허갑순,1952-07-25,여,010-4498-7501,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-10-22,1,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-07 18:08:00,복지관
DN2026080867,정두만,1956-11-27,남,010-1575-6311,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-11-08,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 13:10:00,본인단독
DN2026488372,고두만,1942-11-01,남,010-3927-3128,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-10-27,2,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-06 15:30:00,가족보조
DN2026131017,신동호,1962-03-08,남,010-9362-2225,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-10-23,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 09:48:00,가족보조
DN2026960554,권영숙,1935-05-03,여,010-4354-3964,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-10-10,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-12 15:08:00,본인단독
DN2026128755,황상원,1960-02-12,남,010-5830-8834,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-11-21,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 22:30:00,가족보조
DN2026085148,양상원,1946-07-01,남,010-8599-6720,고등학교졸업,전기기능사,기능사,정기,3,필기,비전공자,경기,고양시험장,2026-11-04,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 16:21:00,가족보조
DN2026096137,윤필순,1964-11-27,여,010-8004-9450,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-10-07,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-16 20:19:00,본인단독
DN2026733172,구병수,1955-06-02,남,010-6870-9054,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-09-05,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 17:40:00,복지관
DN2026578502,임명자,1942-01-06,여,010-3041-8529,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-11-24,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 21:29:00,복지관
DN2026100359,하옥희,1944-09-16,여,010-1267-1232,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,성남시험장,2026-09-13,2,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-10 14:27:00,가족보조
DN2026440990,류태호,1965-08-18,남,010-4655-7103,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-10-24,2,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-18 22:53:00,가족보조
DN2026363437,정동석,1929-10-13,남,010-2134-2772,고등학교졸업,전기기능사,기능사,정기,2,필기,비전공자,광주,광주시험장,2026-09-21,4,14500,없음,0,14500,신용카드,대기,결제대기,2026-08-17 09:40:00,가족보조
DN2026600693,오상길,1950-10-14,남,010-3896-5626,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,전북,전주시험장,2026-09-17,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 21:31:00,본인단독
DN2026928182,남영호,1940-10-28,남,010-4623-9188,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,충북,청주시험장,2026-11-04,3,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-17 21:15:00,가족보조
DN2026843400,성말순,1933-05-15,여,010-8858-3917,전문대졸,전기기능사,기능사,정기,2,필기,경력,전북,전주시험장,2026-10-02,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 18:02:00,복지관
DN2026494241,노말자,1954-12-07,여,010-9944-2732,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울1시험장,2026-11-05,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-12 11:00:00,가족보조
DN2026075629,박병수,1960-12-18,남,010-7973-1443,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,부산,부산시험장,2026-09-06,3,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-07 22:18:00,본인단독
DN2026026465,강명자,1950-04-22,여,010-3730-5751,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-10-10,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 18:44:00,복지관
DN2026756015,임영수,1937-09-21,남,010-7559-3533,전문대졸,전기기능사,기능사,정기,3,필기,관련학과졸업,인천,인천시험장,2026-09-15,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-16 22:49:00,복지관
DN2026652796,전점순,1945-01-20,여,010-7310-6228,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-09-12,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 18:31:00,복지관
DN2026340151,윤동호,1962-06-18,남,010-3600-1677,전문대졸,전기기능사,기능사,정기,1,필기,관련학과졸업,부산,부산시험장,2026-11-12,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 17:39:00,복지관
DN2026964716,백용기,1937-02-02,남,010-4371-8223,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-11-26,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-16 18:25:00,복지관
DN2026723770,남경자,1950-06-25,여,010-1012-3090,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,성남시험장,2026-09-11,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 10:23:00,가족보조
DN2026253429,성상길,1934-01-09,남,010-2624-7283,대학교졸,전기기능사,기능사,정기,4,필기,비전공자,전남,순천시험장,2026-11-16,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 17:01:00,본인단독
DN2026475832,임성호,1936-06-11,남,010-3796-5378,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-11-24,5,14500,차상위계층,7250,7250,신용카드,완료,접수완료,2026-08-11 09:40:00,복지관
DN2026459977,문철수,1937-09-23,남,010-8887-2757,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충북,청주시험장,2026-09-13,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 15:19:00,복지관
DN2026299479,한재호,1950-01-16,남,010-6341-1185,고등학교졸업,전기기능사,기능사,정기,1,필기,관련학과졸업,강원,춘천시험장,2026-10-04,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 11:20:00,가족보조
DN2026641530,민용기,1961-03-17,남,010-1081-4353,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,경기,수원시험장,2026-09-21,1,14500,장애인,7250,7250,신용카드,대기,결제대기,2026-08-01 09:22:00,본인단독
DN2026944266,이근호,1963-05-24,남,010-9967-5161,초등학교졸업,전기기능사,기능사,정기,4,필기,경력,전남,순천시험장,2026-10-10,5,14500,장애인,7250,7250,가상계좌,환불,취소,2026-08-07 14:00:00,가족보조
DN2026914092,노말순,1937-03-05,여,010-9890-6004,대학원졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-11-14,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-07 13:13:00,가족보조
DN2026775417,전필호,1945-03-05,남,010-3480-2958,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-09-17,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 20:20:00,복지관
DN2026446777,심말자,1958-12-16,여,010-6689-2608,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-09-08,2,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-13 12:28:00,본인단독
DN2026514531,김일남,1946-03-04,남,010-5550-6345,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-11-07,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-17 20:47:00,본인단독
DN2026999965,조금순,1942-03-23,여,010-4011-9339,무학,전기기능사,기능사,정기,2,필기,경력,세종,세종시험장,2026-09-26,3,14500,국가유공자,7250,7250,계좌이체,환불,취소,2026-08-13 18:23:00,가족보조
DN2026979061,양광수,1930-11-04,남,010-6930-5691,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울남부시험장,2026-10-06,1,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-02 13:32:00,가족보조
DN2026552646,하춘자,1948-03-26,여,010-2899-7602,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-11,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-17 19:02:00,본인단독
DN2026359441,우선옥,1934-02-16,여,010-6170-1608,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산남부시험장,2026-10-09,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 20:44:00,가족보조
DN2026958488,강철수,1941-05-07,남,010-8074-8826,전문대졸,전기기능사,기능사,정기,2,필기,경력,부산,부산시험장,2026-09-04,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-13 22:47:00,본인단독
DN2026210537,곽계순,1948-12-09,여,010-5231-1145,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-10-01,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-05 20:53:00,복지관
DN2026775474,신상원,1951-05-21,남,010-4931-6505,대학교졸,전기기능사,기능사,정기,3,필기,관련학과졸업,대전,대전시험장,2026-09-02,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-02 13:35:00,복지관
DN2026044196,최용기,1947-01-01,남,010-1155-5509,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-10-03,2,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-02 21:38:00,가족보조
DN2026999183,고복남,1931-04-22,남,010-9856-4321,고등학교졸업,전기기능사,기능사,정기,2,필기,비전공자,대전,대전시험장,2026-11-17,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 21:36:00,복지관
DN2026102780,권병수,1931-10-06,남,010-4754-9882,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,수원시험장,2026-11-04,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 15:08:00,복지관
DN2026284422,서철수,1954-12-20,남,010-8106-1976,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-09-24,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 10:11:00,복지관
DN2026983276,민영호,1960-04-18,남,010-2969-5452,중학교졸업,전기기능사,기능사,정기,1,필기,비전공자,제주,제주시험장,2026-11-13,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-08 17:52:00,복지관
DN2026466413,서옥희,1965-07-27,여,010-1306-7092,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-10-26,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-03 10:12:00,복지관
DN2026482735,허봉숙,1939-03-11,여,010-2755-2091,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-11-08,4,14500,없음,0,14500,계좌이체,환불,취소,2026-08-11 12:00:00,가족보조
DN2026679001,민순옥,1941-09-02,여,010-1149-2899,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-09-07,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-02 17:49:00,복지관
DN2026634364,차선옥,1931-10-27,여,010-1191-2702,중학교졸업,전기기능사,기능사,정기,4,필기,관련학과졸업,강원,춘천시험장,2026-09-15,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 12:30:00,가족보조
DN2026301700,민계순,1928-01-27,여,010-6363-2007,고등학교졸업,전기기능사,기능사,정기,2,필기,관련학과졸업,경기,고양시험장,2026-09-24,3,14500,장애인,7250,7250,가상계좌,완료,접수완료,2026-08-02 18:37:00,가족보조
DN2026520635,차영호,1938-09-11,남,010-7314-6077,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-11-25,3,14500,없음,0,14500,신용카드,환불,취소,2026-08-14 11:44:00,복지관
DN2026298279,최필순,1966-04-27,여,010-4050-1078,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울1시험장,2026-11-28,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-02 22:33:00,가족보조
DN2026297362,주갑수,1933-09-11,남,010-2941-3790,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-11-09,4,14500,없음,0,14500,신용카드,환불,취소,2026-08-11 18:34:00,가족보조
DN2026601370,오갑순,1963-05-27,여,010-4985-5541,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-10-23,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 10:54:00,복지관
DN2026695371,류병수,1934-03-23,남,010-1764-5564,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-10-09,4,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-19 22:21:00,본인단독
DN2026052322,유복순,1947-12-04,여,010-8019-3634,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,전남,순천시험장,2026-09-23,4,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-17 22:16:00,복지관
DN2026935242,송복순,1946-09-25,여,010-1907-3880,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,전남,순천시험장,2026-11-08,1,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-05 11:34:00,가족보조
DN2026473595,권일남,1932-04-26,남,010-7543-6927,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,서울,서울1시험장,2026-10-19,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 09:48:00,복지관
DN2026204755,하두만,1941-12-17,남,010-3318-3320,고등학교졸업,전기기능사,기능사,정기,3,필기,경력,경남,창원시험장,2026-10-14,5,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-19 19:14:00,본인단독
DN2026969061,안갑수,1954-03-24,남,010-3952-7036,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,경력,강원,춘천시험장,2026-09-22,4,14500,없음,0,14500,가상계좌,환불,취소,2026-08-19 16:19:00,가족보조
DN2026273608,손선옥,1960-08-02,여,010-8767-3043,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,울산,울산시험장,2026-09-07,2,14500,없음,0,14500,신용카드,환불,취소,2026-08-07 22:31:00,복지관
DN2026990635,권미자,1937-03-27,여,010-7216-3677,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-11-19,5,14500,국가유공자,7250,7250,신용카드,대기,결제대기,2026-08-02 18:07:00,본인단독
DN2026996130,황금순,1945-11-20,여,010-4127-7231,고등학교졸업,전기기능사,기능사,정기,2,필기,관련학과졸업,강원,춘천시험장,2026-11-24,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-04 21:40:00,가족보조
DN2026404074,이정호,1947-05-05,남,010-6839-5584,대학교졸,전기기능사,기능사,정기,2,필기,비전공자,충북,청주시험장,2026-11-18,2,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-06 11:32:00,가족보조
DN2026302516,허정순,1959-11-24,여,010-3655-8486,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-10-18,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 14:28:00,가족보조
DN2026544862,문정자,1935-08-21,여,010-8967-3968,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-09-01,4,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-07 13:33:00,복지관
DN2026180553,심영수,1952-02-17,남,010-5121-2060,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산남부시험장,2026-09-02,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-09 16:35:00,본인단독
DN2026969546,전옥분,1960-09-12,여,010-8088-7231,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-24,1,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-17 18:43:00,본인단독
DN2026910023,주봉숙,1954-07-13,여,010-8889-2911,고등학교졸업,전기기능사,기능사,정기,2,필기,경력,서울,서울남부시험장,2026-11-15,5,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-02 09:37:00,복지관
DN2026313586,장봉숙,1952-10-15,여,010-2721-5703,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,울산,울산시험장,2026-10-21,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-01 15:24:00,가족보조
DN2026112425,홍순자,1930-11-17,여,010-3874-9489,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-09-10,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 12:16:00,본인단독
DN2026161247,김복남,1950-11-19,남,010-9274-6683,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-10-16,1,14500,차상위계층,7250,7250,신용카드,환불,취소,2026-08-18 20:44:00,가족보조
DN2026265159,윤상길,1962-06-04,남,010-6341-5695,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-09-06,1,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-15 10:09:00,복지관
DN2026077479,문점순,1940-01-08,여,010-6247-3096,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-09-10,1,14500,없음,0,14500,신용카드,대기,결제대기,2026-08-10 20:52:00,가족보조
DN2026820415,박필호,1936-02-19,남,010-8323-9711,고등학교졸업,전기기능사,기능사,정기,3,필기,비전공자,경남,창원시험장,2026-11-11,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-11 18:59:00,복지관
DN2026949216,안춘자,1955-02-19,여,010-1153-4396,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산시험장,2026-09-05,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 22:49:00,복지관
DN2026738687,백선옥,1941-05-10,여,010-8419-3418,중학교졸업,전기기능사,기능사,정기,4,필기,경력,대전,대전시험장,2026-09-09,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-13 17:43:00,가족보조
DN2026743359,유영호,1943-10-15,남,010-1096-7081,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-10-20,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-19 09:46:00,가족보조
DN2026175708,곽귀순,1962-12-03,여,010-7740-1413,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,충북,청주시험장,2026-11-07,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-12 13:54:00,본인단독
DN2026238361,민성호,1928-05-02,남,010-4125-4523,대학교졸,전기기능사,기능사,정기,4,필기,관련학과졸업,제주,제주시험장,2026-09-16,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 15:02:00,복지관
DN2026377611,우철수,1957-03-12,남,010-3065-6704,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-11-16,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-06 14:56:00,가족보조
DN2026644902,황복남,1931-02-17,남,010-2979-3786,초등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-11-13,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 13:46:00,복지관
DN2026724948,노귀순,1940-03-25,여,010-1090-8760,대학원졸,전기기능사,기능사,정기,1,필기,관련학과졸업,세종,세종시험장,2026-10-19,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 22:45:00,가족보조
DN2026910998,배갑수,1936-10-13,남,010-9667-1422,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경기,고양시험장,2026-09-27,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-10 21:55:00,복지관
DN2026663136,류재호,1955-09-18,남,010-8424-1508,무학,굴착기운전기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-10-05,3,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-07 09:53:00,복지관
DN2026665516,안순자,1947-07-20,여,010-3399-7523,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,부산,부산남부시험장,2026-09-01,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 10:44:00,본인단독
DN2026881216,심순옥,1964-07-23,여,010-9150-8316,고등학교졸업,전기기능사,기능사,정기,1,필기,경력,대구,대구시험장,2026-10-18,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-19 16:57:00,본인단독
DN2026261770,노필호,1949-06-02,남,010-4587-5477,대학원졸,전기기능사,기능사,정기,3,필기,관련학과졸업,강원,춘천시험장,2026-11-25,2,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-11 17:23:00,본인단독
